photographer_id,best_confidence,batch_count,batches,website_found,website_found_source,email_found,email_found_source,phone_found,phone_found_source,phone_quarantine_flag,instagram_found,instagram_found_source,facebook_found,facebook_found_source,tiktok_found,tiktok_found_source,pinterest_found,pinterest_found_source,linkedin_found,linkedin_found_source,abn_found,abn_found_source,abn_supplied_unverified,years_in_business,years_in_business_source,service_areas,service_areas_source,notes_combined,grounding_assessment,merge_tier,framing_contagion_risk
PHO-EWDIR-000083,HIGH,5,"1778160665795_photographers_enriched_batch_01_rows_001_030, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2, google_photographers_batch_02",https://www.veri.com.au/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),veri@veri.com.au,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),0412 601 921,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),,https://www.instagram.com/veri_photography/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),,,,,,,,,87862383099,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),,10+ years (since 2011),claude_photographers_FINAL_v2 (HIGH),VIC; NSW; QLD; Australia-wide; Melbourne; Sydney,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),"Own contact page verifies ABN, email, phone and VIC studio; Instagram bio confirms VIC/NSW/QLD and Australia-wide coverage. || Trading name: Veri Photography || Own contact page verifies ABN, email, phone and VIC studio; Instagram bio confirms VIC/NSW/QLD and Australia-wide coverage. || ABN, NSW email, phone all from contact page. NSW office: Suite 7, 104 Crown St, Wollongong NSW 2500. Also VIC and QLD offices. || Trading name: Veri Photography",PHONE:ok|EMAIL:name_derived|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000084,HIGH,5,"1778160665795_photographers_enriched_batch_01_rows_001_030, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2, google_photographers_batch_02",https://www.markmorgan.com.au/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),mark@markmorgan.com.au,batch_d_inline_concatenated (HIGH),0407 101 228,batch_d_inline_concatenated (HIGH),SUSPECT — phone 0407 101 228 attributed to 3 different vendors across batches,https://www.instagram.com/mxmphotos/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),https://www.facebook.com/mxmphotos2/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),,,,,,,,,,60+ weddings,claude_photographers_FINAL_v2 (HIGH),Sydney; Manly; Avalon; Northern Beaches,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),"Own website verifies Sydney lifestyle/wedding photographer; wedding-specific social found via search. || Trading name: Mark Morgan Photography || Own website verifies Sydney lifestyle/wedding photographer; wedding-specific social found via search. || Also has markmorganphotos.com. Instagram @mxmphotos for weddings. Based Manly, Sydney. No email visible in snippets. || Trading name: Mark Morgan Photography",PHONE:reject|EMAIL:name_derived|IG:not_obvious|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000088,HIGH,5,"1778160665795_photographers_enriched_batch_01_rows_001_030, abn_sweep_batch_NO_ABNS, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2, google_batch_photographers",https://cococelebrations.com.au/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),hello@cococelebrations.com.au,abn_sweep_batch_NO_ABNS (HIGH),0410 435 558,google_batch_photographers (HIGH),,https://www.instagram.com/cococelebrations_/,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),https://www.facebook.com/cococelebrations,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,"73 605 530 452 [CHECKSUM_FAILS,DUPLICATE_VENDOR] from:chatgpt_deep_sweep_1",Since 2016,claude_photographers_FINAL_v2 (HIGH),Sydney,1778160665795_photographers_enriched_batch_01_rows_001_030 (HIGH),"Own website verifies Sydney husband-and-wife wedding photography/video team. Contact email/phone not quickly visible in snippets. || Trading name: Coco Celebrations. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped. || Own website verifies Sydney husband-and-wife wedding photography/video team. Contact email/phone not quickly visible in snippets. || Chuck and Gwen founders. Featured in British Vogue, GQ, Tatler. Based Blacktown area.",PHONE:ok|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|ABN:supplied_quarantined|SOURCES:3+,RED — framing contagion (sourced from known-fabricated batch),email_found
PHO-EWDIR-000090,MEDIUM,2,"1778160665795_photographers_enriched_batch_01_rows_001_030, claude_photographers_FINAL_v2",,,,,,,,https://www.instagram.com/loadshootdevelop/,claude_photographers_FINAL_v2 (MEDIUM),,,,,,,,,,,,,,Sydney,claude_photographers_FINAL_v2 (MEDIUM),Not found quickly — Load Shoot Develop Photography Sydney not confidently located from direct vendor-owned sources. || Instagram @loadshootdevelop found. Photographer named Richard. No own website identified.,SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000091,HIGH,4,"1778160890731_photographers_enriched_batch_03_rows_061_090, batch_f_inline_30vendors, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.rhfoto.com.au/,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),info@rhfoto.com.au,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),0431 637 818,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),,https://www.instagram.com/rh.foto/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/rhfoto.australia/,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),,,,,,,,,,16 years; 5000+ couples,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),Balwyn North; Melbourne; Sydney; Adelaide,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),"Own website/contact page located; Facebook profile and third-party expo snippet confirm phone/email. Experience stated in Easy Weddings snippet, so verify before using commercially. || Trading name: RH.foto Photography || Own website/contact page located; Facebook profile and third-party expo snippet confirm phone/email. Experience stated in Easy Weddings snippet, so verify before using commercially. || Co-founder Andy. Studio: 18 Jocelyn Ave Balwyn North VIC 3104. 5000+ couples. 40+ countries. Email+phone confirmed from Wedding and Bride directory.",PHONE:ok|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000099,LOW,2,"1778160665795_photographers_enriched_batch_01_rows_001_030, claude_photographers_FINAL_v2",,,,,,,,,,,,,,,,,,,,,,,Sydney,claude_photographers_FINAL_v2 (LOW),"Not found quickly — Tony Clark Photographer Sydney only appeared in directory-style results; no vendor-owned website/social confidently verified. || Possible match: Clark Imagery, Seaforth NSW (Facebook: clarkimageryweddingphotographyandfilms). Could not verify own website for 'Tony Clark Photographer'. Search inconclusive.",SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000103,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, claude_photographers_FINAL_v2",https://hausofmercury.com.au/,batch_f_inline_30vendors (HIGH),hello@hausofmercury.com.au,batch_f_inline_30vendors (HIGH),0422 153 748,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0422 153 748 attributed to 7 different vendors across batches,https://www.instagram.com/hausofmercury/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,Hunter Valley NSW,claude_photographers_FINAL_v2 (LOW),"No own vendor website or social profile located quickly; name is ambiguous in search results. Directory/context sources only, so found fields left blank. || Trading name: Haus of Mercury || No own website found. Very distinctive brand name. Multiple searches returned no results.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000104,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.lovepixels.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),info@lovepixels.com.au,batch_f_inline_30vendors (HIGH),0421 216 024,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0421 216 024 attributed to 3 different vendors across batches,https://www.instagram.com/lovepixels_sydney/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/lovepixelsau/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,,,,,,,Sydney; Hunter Valley; Southern Highlands; Blue Mountains; Central Coast; South Coast NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website verifies Sydney-based wedding photography and videography plus NSW service areas; Facebook page matched to Love Pixels AU. || Trading name: Love Pixels || Own website verifies Sydney-based wedding photography and videography plus NSW service areas; Facebook page matched to Love Pixels AU. || Team: Ash (photographer), Bec (admin). Based Sydney. No email/social in snippets.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000105,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, claude_photographers_FINAL_v2",https://seventhvow.com.au/,batch_f_inline_30vendors (HIGH),hello@seventhvow.com.au,batch_f_inline_30vendors (HIGH),0450 679 881,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0450 679 881 attributed to 5 different vendors across batches,https://www.instagram.com/seventhvow/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,10 years,claude_photographers_FINAL_v2 (HIGH),Sydney,claude_photographers_FINAL_v2 (HIGH),"No own website or matching AU vendor social profile found quickly; search results dominated by unrelated Seventh retail brand and generic results. || Trading name: Seventh Vow || Website confirmed. 10 years experience, cinematic editorial style. No email/social in snippets.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000107,HIGH,4,"1778160890731_photographers_enriched_batch_03_rows_061_090, batch_f_inline_30vendors, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://zephyrphotography.com.au/,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),info@zephyrwedding.com,batch_f_inline_30vendors (HIGH),0432 026 099,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0432 026 099 attributed to 6 different vendors across batches,https://www.instagram.com/zephyr.weddingphotography/,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),,,,,,,,,,,,,,Melbourne; Japan; Hong Kong; engagement and wedding photography,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),Own website and Instagram located; website states Melbourne-based wedding photographer and links Instagram. || Trading name: Zephyr Wedding Photo || Own website and Instagram located; website states Melbourne-based wedding photographer and links Instagram. || Korean-style wedding photography. Collaboration with HK makeup artist. Bright and airy aesthetic.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:distinctive|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000108,MEDIUM,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",,,,,,,,https://www.instagram.com/oom_wedding/,1778160704402_photographers_enriched_batch_02_rows_031_060 (MEDIUM),,,,,,,,,,,,,,"Sydney, AU",1778160704402_photographers_enriched_batch_02_rows_031_060 (MEDIUM),Own Instagram profile found and appears to match Out of Marmalade Wedding; no own website found quickly. || Own Instagram profile found and appears to match Out of Marmalade Wedding; no own website found quickly. || Photographer Renee (Melbourne-based). Editorial style. Next-day sneak peeks. No own website identified. Listed under Sydney on EW.,SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000113,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, claude_photographers_FINAL_v2, gemini_photographers_batch_01, google_batch_photographers",https://dgphotos.com.au/,claude_photographers_FINAL_v2 (HIGH),daniel@dgphotos.com.au,gemini_photographers_batch_01 (HIGH),0412 110 507,google_batch_photographers (HIGH),,https://www.instagram.com/danielgriffithsphoto/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,20+ years (Top Ten Australian Wedding Photographer),claude_photographers_FINAL_v2 (HIGH),Sydney; Hunter Valley; Central Coast NSW; worldwide,claude_photographers_FINAL_v2 (HIGH),"No own direct website/social source located quickly; directory results only. Left found fields blank under direct-source rule. || Former photojournalist, News Ltd 16yrs. St Ives based. AIPP award winner. || Sydney/Hunter Valley.",PHONE:ok|EMAIL:other|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000122,HIGH,2,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors",https://seedandsalt.com.au/,batch_f_inline_30vendors (HIGH),hello@seedandsalt.com.au,batch_f_inline_30vendors (HIGH),0422 833 331,batch_f_inline_30vendors (HIGH),,https://www.instagram.com/seedandsaltphotography/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,Smithtown; Mid North Coast NSW; NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (LOW),"Only third-party local/directory snippets located quickly; no own website/social verified, so found fields left blank. || Trading name: Seed + Salt Photography",PHONE:ok|EMAIL:generic_pattern|IG:not_obvious|WEB:distinctive|SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000123,HIGH,6,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_c_chatgpt_followup, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2, gemini_photographers_batch_01, google_batch_photographers",https://www.daisyhillphotography.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),tara@daisyhillphotography.com.au,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),0410 709 409,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),SUSPECT — phone 0410 709 409 attributed to 8 different vendors across batches,https://www.instagram.com/daisyhillphotography/,batch_c_chatgpt_followup (HIGH),https://www.facebook.com/tara.daisyhillphotography/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,,,,,almost 20 years,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Bega Valley; Sapphire Coast; Far South Coast NSW; beyond,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website verifies Daisy Hill Photography by Tara Chiu, Sapphire Coast/Bega Valley location and services. Email/phone cross-checked via Bega Chamber/local listing; Facebook page matched. Years in business from Facebook mention snippet, not own site. || Source: daisyhillphotography.com.au || Own website verifies Daisy Hill Photography by Tara Chiu, Sapphire Coast/Bega Valley location and services. Email/phone cross-checked via Bega Chamber/local listing; Facebook page matched. Years in business from Facebook mention snippet, not own site. || Photographer Tara Chiu. Gallery at Carp/Auckland Sts Bega NSW 2550. Bride's Choice award winner. Previously Seasons in Art Photography Central Coast. || Based in Bega.",PHONE:reject|EMAIL:other|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000124,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://alexandershore.com.au/,batch_f_inline_30vendors (HIGH),hello@alexandershore.com.au,batch_f_inline_30vendors (HIGH),0400 341 537,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0400 341 537 attributed to 10 different vendors across batches,https://www.instagram.com/alexandershorephotography/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/AShorePhoto/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,Since 2018,claude_photographers_FINAL_v2 (HIGH),Torquay; Jan Juc; Surf Coast; Geelong; Bellarine; Melbourne; VIC,big_csv_filtered_only_enriched (HIGH),Trading name: Alexander Shore || Own website found; site describes business/lifestyle/wedding photographer local to Jan Juc/Torquay and open to travel; Facebook page also located. || Own website found; site describes business/lifestyle/wedding photographer local to Jan Juc/Torquay and open to travel; Facebook page also located. || Email and phone from Geelong Wedding directory. IG: @weddings.with.alex. Originally from England. Environmentally focused.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000127,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://lotusbloomscreative.com/,batch_f_inline_30vendors (HIGH),,,0413 540 882,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0413 540 882 attributed to 14 different vendors across batches,https://www.instagram.com/lotusbloomscreative/,batch_f_inline_30vendors (HIGH),,,,,,,https://au.linkedin.com/in/unity-collier-aa1266181,1778160704402_photographers_enriched_batch_02_rows_031_060 (LOW),,,,,,South West Rocks; Mid North Coast; Coffs Harbour; Grafton,1778160704402_photographers_enriched_batch_02_rows_031_060 (LOW),"No own website found quickly. LinkedIn profile for Unity Collier appears to match Lotus Blooms Creative; phone and service areas found only from third-party listings, so treat as low confidence. || Trading name: Lotus Blooms Creative || No own website found quickly. LinkedIn profile for Unity Collier appears to match Lotus Blooms Creative; phone and service areas found only from third-party listings, so treat as low confidence. || Photographer Unity. Based South West Rocks NSW. Fine art documentary style. Own website not found.",PHONE:reject|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000129,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://katelafferty.com.au/,batch_f_inline_30vendors (HIGH),hello@katelafferty.com.au,batch_f_inline_30vendors (HIGH),0418 438 528,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0418 438 528 attributed to 7 different vendors across batches,https://www.instagram.com/katelaffertyphotography/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/katelaffertyphotography/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,,,Leongatha; Gippsland; South Gippsland; Phillip Island; Melbourne; VIC,big_csv_filtered_only_enriched (HIGH),Trading name: Kate Lafferty Photo || Own website found for Kate Lafferty Photography; Leongatha/Gippsland context verified. Social profiles found from direct search snippets. || Own website found for Kate Lafferty Photography; Leongatha/Gippsland context verified. Social profiles found from direct search snippets. || Email and phone from Facebook page. Based Leongatha. Award-winning. IG: @kate_lafferty_photography. Address: 35 McCartin St Leongatha VIC 3953.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000132,LOW,2,"1778160704402_photographers_enriched_batch_02_rows_031_060, claude_photographers_FINAL_v2",,,,,,,,,,,,,,,,,,,,,,,Coogee; Sydney; NSW; destination,claude_photographers_FINAL_v2 (LOW),No direct own website or vendor social located quickly; search results ambiguous/generic. Found fields left blank. || Photographer Patrick. Based Coogee NSW. Natural storytelling style. Own website not found from search.,SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000139,HIGH,2,"1778160704402_photographers_enriched_batch_02_rows_031_060, claude_photographers_FINAL_v2",https://www.helloheartstrings.com.au/,claude_photographers_FINAL_v2 (HIGH),,,,,,https://www.instagram.com/helloheartstrings/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,10 years,claude_photographers_FINAL_v2 (HIGH),Sydney; Central Coast; Blue Mountains; NSW,claude_photographers_FINAL_v2 (HIGH),No direct own website or vendor social located quickly; search results ambiguous/generic. Found fields left blank. || Photographer Brooke. Documentary style. Based Gosford/Central Coast.,SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000140,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_f_inline_30vendors, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://pictureswithpauly.com/,batch_f_inline_30vendors (HIGH),paul@pictureswithpauly.com,batch_f_inline_30vendors (HIGH),0405 818 281,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0405 818 281 attributed to 7 different vendors across batches,https://www.instagram.com/pictureswithpauly/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/pictureswithpauly/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,Central Coast; Newcastle; Hunter Valley NSW,claude_photographers_FINAL_v2 (HIGH),Own Facebook page found for Pictures With Pauly; Instagram handle identified from matching vendor mentions/snippets. No own website found quickly. || Trading name: Pictures With Pauly || Own Facebook page found for Pictures With Pauly; Instagram handle identified from matching vendor mentions/snippets. No own website found quickly. || Email and phone from Facebook page. High energy style. Custom packages.,PHONE:reject|EMAIL:name_derived|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000141,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.petersechiphotography.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),peter@sechiphotography.com,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),+61 417 251 366,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,https://www.facebook.com/petersechiphotography/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,https://au.linkedin.com/in/petersechi,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,over 30 years,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Coffs Harbour; NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website contact details verify Peter Sechi Photography in Coffs Harbour. Years in business from directory snippet, so treat that field as secondary. || Own website contact details verify Peter Sechi Photography in Coffs Harbour. Years in business from directory snippet, so treat that field as secondary. || Photographer Peter Sechi. 30+ years experience. Film-inspired style. Phone from Opal Cove wedding directory. Also partners with celebrant Simon for elopements.",PHONE:ok|EMAIL:other|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000143,HIGH,5,"1778160704402_photographers_enriched_batch_02_rows_031_060, abn_sweep_batch_NO_ABNS, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.lyssphotostories.com/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),hello@lyssphotostories.com,abn_sweep_batch_NO_ABNS (HIGH),0400 341 537,batch_d_inline_concatenated (HIGH),SUSPECT — phone 0400 341 537 attributed to 10 different vendors across batches,https://www.instagram.com/lyssphotostories/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),https://www.facebook.com/lyssphotostories/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,,,,12 795 385 419 [CHECKSUM_FAILS] from:chatgpt_deep_sweep_1,,,Emerald Beach; Coffs Coast NSW; Gumbaynggirr Country; wider NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Own website and social profiles found; Instagram bio verifies Coffs Coast NSW location. || Trading name: Lyss Photo Stories. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped. || Trading name: Lyss Photo Stories || Own website and social profiles found; Instagram bio verifies Coffs Coast NSW location. || Photographer Lyss. Email and phone from Facebook page. Based Emerald Beach NSW 2456. Documentary style. Previously 'Lyss & Her Camera'. Small selection of weddings.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|ABN:supplied_quarantined|SOURCES:3+,RED — framing contagion (sourced from known-fabricated batch),email_found
PHO-EWDIR-000146,LOW,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",,,,,0428 422 843,1778160704402_photographers_enriched_batch_02_rows_031_060 (LOW),,,,,,,,,,,,,,,,,Tallwoods Village; Hallidays Point; Lower North Coast NSW; Taree; Port Macquarie,1778160704402_photographers_enriched_batch_02_rows_031_060 (LOW),"No own website/social verified quickly. Phone/service area found only via local directory snippets, so not treated as direct vendor source. || No own website/social verified quickly. Phone/service area found only via local directory snippets, so not treated as direct vendor source. || Based Tallwoods Village NSW. No own website found. Note: not the same as 'Coast Wedding Photography' (different business).",PHONE:ok|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000147,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://studioedge.com.au/,batch_f_inline_30vendors (HIGH),info@studioedge.com.au,batch_f_inline_30vendors (HIGH),03 9841 8333,batch_f_inline_30vendors (HIGH),,https://www.instagram.com/studioedgemelbourne/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,Since 2000 (25 years),claude_photographers_FINAL_v2 (HIGH),Melbourne; Victoria; Australia; destination,claude_photographers_FINAL_v2 (HIGH),"Trading name: Studio Edge || No own website found quickly. Search results were ambiguous and mostly unrelated; directory/context only, so found fields left blank. || Lead: George. Phone 0401 033 468 and studio (03) 8712 0106. 66 Outlook Drive Dandenong North VIC. 1000+ weddings. Packages from $1,400.",PHONE:ok|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000153,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://theodoreandco.com.au/,batch_f_inline_30vendors (HIGH),hello@theodoreandco.com.au,batch_f_inline_30vendors (HIGH),0423 392 721,batch_f_inline_30vendors (HIGH),,https://www.instagram.com/theodoreandco_/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/theodoreandcophotography/,big_csv_filtered_only_enriched (HIGH),,,,,,,,,,15+ years (directory snippet only; not used as direct-source proof),big_csv_filtered_only_enriched (HIGH),Melbourne; Australia; Europe; Greece,big_csv_filtered_only_enriched (HIGH),Trading name: Theodore & Co || Own website found; site describes Melbourne-based luxury wedding photography team with roots/growing team in Greece/Europe. Social profiles found. || Own website found; site describes Melbourne-based luxury wedding photography team with roots/growing team in Greece/Europe. Social profiles found. || Lead photographer Theodore Halacas (Greek heritage). Also photograph in Greece/Italy June-Sept. 10K IG followers.,PHONE:ok|EMAIL:generic_pattern|IG:not_obvious|WEB:distinctive|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000154,HIGH,5,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_c_chatgpt_followup, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2, google_sweep_2_NO_ABNS",https://www.a2z.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),info@a2z.com.au,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),1300 797 140,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),SUSPECT — phone 1300 797 140 attributed to 3 different vendors across batches,https://www.instagram.com/a2zweddings/,batch_c_chatgpt_followup (HIGH),,,,,,,,,,,54 132 722 920 [CHECKSUM_OK] from:google_deep_sweep_2,,,Sydney; Wetherill Park; Melbourne; Coolaroo,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website contact page verifies Sydney/Wetherill Park address, email and phone; Melbourne office also listed. || Source: a2z.com.au || Own website contact page verifies Sydney/Wetherill Park address, email and phone; Melbourne office also listed. || Website and phone from search. Offers photography, cinematography, and wedding cars. || Trading name: A2Z Weddings. Source batch had hallucinated ABNs (11/13 failed ATO checksum, 5 duplicated across vendors) — ABNs stripped.",PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|ABN:supplied_quarantined|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
